ID,AGE,VEHICLE_YEAR,GENDER,RACE,EDUCATION,INCOME,CREDIT_SCORE,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,OUTCOME
709084,26-39,before 2015,male,majority,high school,middle class,,7000.0,2,0.0
324483,40-64,after 2015,female,majority,university,upper class,0.6135322636094647,11000.0,1,0.0
269129,40-64,before 2015,female,majority,high school,upper class,,4000.0,1,0.0
626587,40-64,after 2015,female,majority,university,upper class,0.6831496294142616,9000.0,2,0.0
11280,16-25,after 2015,female,majority,university,middle class,,14000.0,0,0.0
586725,16-25,before 2015,female,majority,none,poverty,,12000.0,0,1.0
850687,40-64,before 2015,male,majority,high school,upper class,0.553308152582268,,3,0.0
378356,26-39,before 2015,male,majority,none,poverty,0.1428568741606682,8000.0,3,1.0
461730,16-25,before 2015,female,majority,high school,working class,0.5689042718463312,14000.0,0,1.0
589218,65+,before 2015,male,majority,high school,upper class,0.4856727576949824,14000.0,4,0.0
946498,40-64,before 2015,male,minority,high school,upper class,0.6793754625742531,10000.0,2,0.0
479118,40-64,after 2015,male,majority,university,upper class,0.5282959648021781,12000.0,1,0.0
744591,26-39,before 2015,male,majority,high school,working class,0.4694285820819799,17000.0,0,1.0
633972,16-25,before 2015,male,majority,university,working class,0.1966518580351812,15000.0,0,0.0
223390,16-25,before 2015,male,majority,high school,poverty,0.4074307626863781,14000.0,0,0.0
758891,40-64,before 2015,male,majority,university,middle class,0.4344065093807981,11000.0,1,1.0
736939,16-25,before 2015,female,majority,high school,working class,0.4547714598756744,14000.0,0,1.0
733325,16-25,after 2015,female,majority,university,middle class,,10000.0,0,0.0
393981,40-64,after 2015,male,majority,university,upper class,0.5371232990680931,14000.0,4,0.0
471822,65+,before 2015,male,majority,university,upper class,0.6340212804612396,9000.0,3,0.0
540570,16-25,before 2015,female,majority,high school,poverty,0.3376774662073182,16000.0,0,1.0
278283,16-25,before 2015,male,minority,none,poverty,0.3978857195047106,,0,1.0
264164,26-39,before 2015,female,majority,none,poverty,,13000.0,1,1.0
505778,65+,before 2015,male,majority,none,upper class,0.6111742157695501,12000.0,10,0.0
981161,16-25,before 2015,male,majority,high school,poverty,0.4061774183487175,16000.0,0,1.0
380644,40-64,before 2015,female,minority,high school,upper class,0.5932952607036057,8000.0,2,0.0
436817,26-39,before 2015,male,majority,university,middle class,,12000.0,3,0.0
237309,16-25,before 2015,male,minority,university,working class,0.4310118692564083,8000.0,0,1.0
576563,40-64,before 2015,male,majority,university,upper class,0.6606202402761614,7000.0,3,0.0
313857,16-25,before 2015,female,minority,none,poverty,0.3597423112305584,16000.0,0,1.0
849983,65+,after 2015,female,majority,high school,upper class,0.6952752089780221,10000.0,0,0.0
33096,65+,before 2015,male,majority,university,upper class,0.5537761327931844,12000.0,0,0.0
820080,65+,after 2015,male,majority,university,upper class,0.8012142311019844,10000.0,0,0.0
959200,40-64,before 2015,male,majority,university,upper class,0.8456270968062706,,7,1.0
704651,16-25,after 2015,male,majority,university,middle class,0.613793495440892,14000.0,0,1.0
516737,40-64,before 2015,male,majority,high school,middle class,0.4748507882647603,12000.0,3,1.0
744557,26-39,before 2015,female,majority,high school,middle class,0.5121611533628815,12000.0,0,0.0
884200,16-25,before 2015,female,majority,high school,poverty,0.4921613731854921,15000.0,0,0.0
980162,65+,after 2015,female,majority,high school,upper class,0.5570043831736404,15000.0,1,0.0
138549,65+,after 2015,male,majority,high school,upper class,0.6855793795050787,7000.0,2,0.0
661049,40-64,before 2015,male,majority,university,upper class,,12000.0,3,0.0
145781,26-39,before 2015,male,majority,university,middle class,0.4472392183805535,11000.0,0,0.0
884877,26-39,before 2015,male,majority,high school,working class,0.3626070571005141,12000.0,0,0.0
616755,16-25,before 2015,male,majority,high school,poverty,0.3311444080390952,15000.0,0,1.0
993761,40-64,before 2015,male,majority,university,upper class,0.6665708808245926,7000.0,0,1.0
391958,40-64,before 2015,female,majority,high school,upper class,0.7597218689925157,12000.0,2,0.0
235541,26-39,before 2015,male,majority,none,poverty,0.3554484102410427,9000.0,6,0.0
603591,16-25,before 2015,male,majority,university,middle class,0.4911714317868657,9000.0,0,1.0
527814,26-39,before 2015,male,minority,none,poverty,0.5090413982006466,11000.0,1,1.0
903819,40-64,after 2015,female,majority,high school,middle class,0.5727872533240705,15000.0,1,0.0
856747,16-25,before 2015,male,majority,high school,working class,,10000.0,0,1.0
153420,26-39,before 2015,male,majority,none,poverty,0.1702452857312173,,0,1.0
610675,26-39,after 2015,female,majority,high school,working class,0.6231426423796359,16000.0,0,0.0
103124,40-64,before 2015,male,majority,high school,middle class,0.5535588872675963,12000.0,0,1.0
37021,16-25,before 2015,female,majority,high school,working class,0.4555194990814978,13000.0,0,0.0
97800,40-64,after 2015,male,minority,none,middle class,0.5543950016032893,16000.0,0,0.0
559326,16-25,before 2015,male,majority,none,poverty,0.2544700935636953,13000.0,0,1.0
942534,40-64,before 2015,male,majority,high school,working class,0.397751130243592,18000.0,1,1.0
187174,65+,before 2015,male,majority,high school,upper class,,8000.0,2,0.0
373573,40-64,after 2015,male,majority,none,upper class,0.6675682172147324,11000.0,3,0.0
417589,65+,after 2015,male,majority,university,upper class,0.6063061374642535,10000.0,0,0.0
297130,16-25,before 2015,male,majority,none,poverty,0.3909633860367781,9000.0,0,1.0
930707,40-64,after 2015,female,majority,high school,upper class,0.5636298303010419,10000.0,2,0.0
784749,26-39,before 2015,male,majority,university,middle class,0.5051272639867151,16000.0,0,0.0
742437,40-64,after 2015,female,majority,university,upper class,,15000.0,2,0.0
61889,40-64,before 2015,female,majority,high school,middle class,0.5883010090816301,,1,0.0
284158,65+,after 2015,male,majority,university,upper class,0.5505629540058324,17000.0,4,0.0
117479,16-25,before 2015,male,minority,high school,working class,0.355992241229828,12000.0,0,1.0
73432,16-25,before 2015,female,majority,high school,poverty,0.3035289246474821,12000.0,0,1.0
717981,65+,after 2015,male,majority,high school,upper class,0.6082481234143344,8000.0,10,0.0
570855,40-64,after 2015,male,majority,high school,upper class,0.5656002831268322,11000.0,1,0.0
91308,26-39,before 2015,male,majority,high school,working class,0.2837396402134595,13000.0,2,1.0
771944,65+,before 2015,female,majority,high school,upper class,0.6563811456013456,9000.0,4,0.0
64984,16-25,before 2015,male,minority,none,working class,0.4025785640861608,14000.0,0,1.0
739655,65+,after 2015,male,majority,high school,upper class,0.6877893170484483,11000.0,4,0.0
557158,40-64,after 2015,male,majority,university,upper class,,15000.0,4,0.0
988458,65+,after 2015,female,majority,none,upper class,0.5658647797711369,6000.0,10,0.0
844425,40-64,after 2015,male,majority,high school,middle class,0.5074746711773291,6000.0,6,0.0
343044,26-39,before 2015,female,majority,university,upper class,0.6477397119577972,9000.0,1,1.0
104623,40-64,before 2015,male,majority,high school,upper class,0.7146041051611214,10000.0,2,0.0
401259,26-39,after 2015,female,majority,university,middle class,0.5876351706646832,10000.0,0,0.0
56428,26-39,before 2015,male,majority,university,working class,0.3276972993667342,13000.0,1,1.0
297716,16-25,before 2015,male,majority,high school,poverty,0.3457415848717494,13000.0,0,1.0
261464,26-39,after 2015,male,majority,high school,middle class,0.4646190914516829,12000.0,5,0.0
124833,65+,before 2015,female,majority,university,upper class,0.5704282195243078,9000.0,2,0.0
745999,40-64,before 2015,female,majority,high school,middle class,0.5461243165310067,9000.0,3,0.0
226,26-39,before 2015,male,majority,none,poverty,0.4541773038411031,15000.0,0,1.0
947390,26-39,before 2015,male,majority,none,working class,0.4852303649056671,15000.0,0,1.0
498673,40-64,before 2015,male,majority,university,upper class,0.6952148312049189,9000.0,4,0.0
757922,16-25,before 2015,female,majority,none,poverty,0.3060569212575669,17000.0,0,1.0
865316,40-64,before 2015,female,majority,university,upper class,0.6527368124494255,13000.0,4,0.0
620590,26-39,before 2015,male,majority,high school,working class,0.4365877926342473,12000.0,2,1.0
231919,26-39,after 2015,male,majority,high school,middle class,0.6303208291323615,16000.0,1,0.0
458828,26-39,before 2015,male,majority,high school,poverty,0.3070550976960573,14000.0,3,0.0
94127,65+,before 2015,male,minority,high school,upper class,0.5980895336803876,8000.0,0,1.0
154809,26-39,after 2015,female,majority,university,middle class,0.405846593806807,15000.0,2,0.0
789131,40-64,before 2015,female,majority,university,upper class,0.5757451296405501,12000.0,0,0.0
26883,26-39,after 2015,female,majority,university,upper class,0.6183002944413831,13000.0,0,0.0
245852,65+,after 2015,male,majority,high school,middle class,0.5839314559764571,11000.0,3,0.0
424685,16-25,after 2015,female,majority,high school,middle class,0.5730305069553552,15000.0,0,1.0
742144,40-64,after 2015,male,majority,university,upper class,0.7439687621339224,11000.0,3,0.0
74744,26-39,before 2015,female,minority,none,poverty,0.3187556952308137,9000.0,1,0.0
894333,16-25,before 2015,male,majority,high school,middle class,0.6855670948359924,11000.0,0,1.0
131400,40-64,before 2015,male,majority,university,upper class,0.7484736559983464,13000.0,0,0.0
934104,26-39,before 2015,male,majority,university,upper class,0.6355599395913655,11000.0,3,0.0
849845,26-39,before 2015,female,majority,high school,poverty,0.3406862555323136,11000.0,0,0.0
519948,40-64,after 2015,female,majority,none,working class,0.4647727031848582,11000.0,1,0.0
127507,65+,before 2015,male,majority,university,upper class,0.5387208204393835,16000.0,0,1.0
503269,40-64,before 2015,female,minority,high school,working class,0.3740604475477269,12000.0,2,0.0
337559,40-64,after 2015,male,majority,high school,middle class,0.5795819505506645,9000.0,3,0.0
210028,40-64,before 2015,female,minority,none,middle class,0.5216370293764842,16000.0,3,0.0
625565,26-39,after 2015,male,majority,high school,middle class,,13000.0,1,1.0
232262,65+,after 2015,male,majority,high school,upper class,0.3995310114066084,9000.0,2,0.0
277499,16-25,before 2015,male,majority,university,upper class,0.711130247514043,11000.0,0,0.0
761455,40-64,before 2015,male,majority,high school,upper class,0.6810789500454674,12000.0,3,0.0
330207,40-64,after 2015,female,majority,university,upper class,0.6172238033115515,10000.0,4,0.0
927059,16-25,before 2015,male,majority,none,poverty,0.3449080748268442,13000.0,0,1.0
22905,26-39,before 2015,female,majority,high school,upper class,0.5431775519517923,8000.0,1,0.0
270333,65+,after 2015,male,majority,university,upper class,0.5832612783680788,9000.0,5,0.0
168510,26-39,before 2015,female,majority,university,upper class,,11000.0,0,0.0
125408,65+,after 2015,male,majority,university,upper class,0.7079048188214504,12000.0,4,0.0
107410,16-25,after 2015,male,majority,none,poverty,0.3086760491529937,11000.0,0,1.0
912595,26-39,before 2015,male,majority,high school,middle class,0.4532261163998474,14000.0,2,0.0
137209,26-39,before 2015,female,majority,university,middle class,0.6680436827403672,10000.0,0,0.0
882775,16-25,after 2015,female,majority,high school,working class,0.4237711447220497,13000.0,0,1.0
926478,65+,before 2015,female,majority,university,upper class,0.4779624315482342,7000.0,3,0.0
756207,40-64,before 2015,male,majority,university,upper class,0.6165145855943818,14000.0,2,0.0
96679,16-25,before 2015,female,majority,none,poverty,0.1541351795574787,18000.0,0,1.0
30993,40-64,after 2015,female,majority,university,upper class,0.5426376550206501,9000.0,1,0.0
904544,40-64,before 2015,female,majority,university,upper class,0.7976152776255272,13000.0,0,0.0
660975,40-64,before 2015,female,majority,university,middle class,0.5752234865821753,12000.0,3,0.0
343102,26-39,before 2015,female,majority,none,poverty,0.3763502094705643,8000.0,1,0.0
748173,26-39,before 2015,male,majority,none,poverty,0.2539444112229153,15000.0,1,1.0
466515,26-39,before 2015,male,majority,none,working class,0.3978853338946178,13000.0,2,1.0
80504,26-39,before 2015,male,majority,university,poverty,,14000.0,0,1.0
648192,40-64,before 2015,male,majority,university,middle class,0.4760755481035748,16000.0,2,0.0
900525,26-39,before 2015,male,majority,high school,middle class,0.3413656943911265,11000.0,1,1.0
629147,65+,before 2015,male,majority,high school,middle class,0.6742126938809867,7000.0,0,1.0
126571,16-25,after 2015,female,majority,none,working class,0.4556299715795965,12000.0,0,0.0
919697,26-39,after 2015,female,majority,high school,upper class,0.647036115942897,8000.0,0,0.0
26688,26-39,after 2015,female,majority,high school,middle class,0.5551939776516457,12000.0,2,0.0
474971,40-64,before 2015,male,majority,university,middle class,0.5131929341910539,5000.0,7,0.0
287540,40-64,before 2015,female,majority,high school,upper class,0.5682407176327693,11000.0,3,0.0
584269,40-64,before 2015,female,majority,high school,working class,0.3331783936397684,14000.0,0,0.0
326608,40-64,before 2015,female,majority,university,upper class,0.5392138269084618,5000.0,0,1.0
450029,65+,after 2015,female,majority,university,upper class,0.6018126779616341,,0,0.0
792310,65+,before 2015,male,majority,university,upper class,0.3630724927822561,,3,1.0
166073,40-64,before 2015,female,majority,high school,middle class,0.545089952761571,14000.0,1,0.0
521571,40-64,before 2015,female,majority,none,poverty,0.3582560449825787,14000.0,0,1.0
418047,40-64,after 2015,male,majority,high school,upper class,0.5935481774271312,8000.0,6,0.0
407435,40-64,before 2015,female,majority,university,upper class,0.6380148539874897,11000.0,3,0.0
902008,40-64,before 2015,female,minority,high school,poverty,0.2893073879601041,8000.0,1,0.0
635622,26-39,before 2015,female,minority,none,working class,0.5799385856829034,15000.0,1,1.0
754120,16-25,after 2015,male,majority,high school,working class,,14000.0,0,1.0
3131,26-39,after 2015,female,majority,high school,middle class,0.4137739689907644,11000.0,0,0.0
747188,26-39,before 2015,female,majority,high school,middle class,0.3921298915339043,6000.0,0,1.0
219595,65+,before 2015,female,minority,university,upper class,0.5576866532602021,12000.0,1,0.0
284540,65+,before 2015,male,majority,university,upper class,0.6541771817285776,,9,0.0
324448,16-25,before 2015,male,minority,none,poverty,0.2652885371930958,,0,1.0
638240,26-39,after 2015,female,majority,high school,upper class,0.5797370090434051,8000.0,0,0.0
335001,16-25,before 2015,male,majority,high school,poverty,0.3524113564969917,11000.0,0,1.0
569662,26-39,before 2015,female,majority,none,poverty,0.3674159775277167,13000.0,1,0.0
832941,40-64,after 2015,female,majority,university,upper class,0.5231534917481532,16000.0,0,0.0
416816,16-25,before 2015,male,majority,none,poverty,0.3243896616360899,,0,1.0
978371,65+,before 2015,male,majority,university,upper class,0.522308261261471,10000.0,0,0.0
918452,16-25,before 2015,female,majority,none,poverty,0.5892026667509174,16000.0,0,1.0
905397,16-25,before 2015,male,majority,high school,working class,0.3828274809687304,14000.0,0,1.0
314202,16-25,before 2015,female,majority,none,poverty,0.2180558125783903,12000.0,0,0.0
827578,40-64,before 2015,female,majority,high school,middle class,0.5724357121716819,9000.0,6,1.0
531612,16-25,before 2015,male,majority,high school,poverty,,9000.0,0,0.0
922977,26-39,before 2015,female,majority,university,working class,0.3820266609685973,11000.0,1,0.0
26816,26-39,after 2015,male,majority,university,upper class,0.4595544325174388,6000.0,5,0.0
466383,26-39,before 2015,male,majority,university,upper class,0.4724089205532677,11000.0,2,0.0
877770,26-39,before 2015,female,majority,university,working class,0.4691488744590532,,1,1.0
516391,26-39,before 2015,female,majority,university,upper class,0.4955551858020328,,3,1.0
331819,65+,before 2015,female,majority,university,upper class,0.615268901119859,10000.0,1,0.0
439435,40-64,before 2015,female,majority,none,poverty,,10000.0,5,0.0
430019,16-25,before 2015,male,majority,high school,middle class,0.5250778544124233,13000.0,0,1.0
873325,26-39,before 2015,female,majority,none,poverty,0.4728683213157021,9000.0,2,0.0
852514,26-39,after 2015,male,majority,university,upper class,0.7312594762628961,12000.0,0,0.0
198903,26-39,before 2015,female,majority,university,middle class,0.4075471513781581,13000.0,2,0.0
351071,40-64,after 2015,male,majority,university,middle class,0.3947330860408181,10000.0,3,0.0
65898,65+,before 2015,female,majority,high school,middle class,0.6212693959586079,10000.0,1,0.0
671746,65+,before 2015,male,majority,university,upper class,0.4887111046934922,9000.0,2,0.0
760605,26-39,before 2015,female,majority,none,middle class,0.5050324631686071,11000.0,2,1.0
435057,16-25,after 2015,male,majority,none,working class,0.5336166248933796,10000.0,0,0.0
311722,16-25,before 2015,female,majority,none,poverty,0.3729905825054102,15000.0,0,0.0
309217,26-39,after 2015,female,majority,high school,upper class,0.7124443067499009,15000.0,0,0.0
237542,16-25,before 2015,female,majority,high school,middle class,0.5668311217565926,12000.0,0,0.0
911614,26-39,after 2015,female,majority,university,middle class,0.4631298696568432,13000.0,2,0.0
219279,16-25,before 2015,male,minority,high school,middle class,0.4031187478227301,13000.0,0,1.0
520036,26-39,before 2015,female,majority,university,middle class,0.7254912502311535,12000.0,0,0.0
834244,16-25,before 2015,male,majority,university,working class,,12000.0,0,0.0
603871,40-64,before 2015,female,majority,high school,middle class,0.6428083488556897,13000.0,1,0.0
78431,65+,after 2015,male,majority,none,upper class,0.529341745353105,15000.0,0,0.0
979335,40-64,after 2015,male,majority,high school,upper class,0.5584527325845159,7000.0,5,0.0
642405,40-64,after 2015,female,majority,high school,upper class,0.561554377080833,13000.0,0,0.0
734738,16-25,before 2015,female,minority,none,poverty,0.4999499112302965,13000.0,0,1.0
722357,26-39,before 2015,male,majority,high school,working class,0.4356390669963485,13000.0,0,1.0
755140,65+,after 2015,female,majority,high school,upper class,0.6393590227883027,19000.0,0,0.0
989076,26-39,before 2015,male,majority,high school,working class,,14000.0,0,1.0
684778,40-64,after 2015,male,majority,university,middle class,0.4559494824210867,14000.0,0,0.0
943932,65+,after 2015,male,majority,university,upper class,0.6326203241626039,10000.0,0,0.0
50084,26-39,before 2015,male,majority,none,working class,0.4894506956168617,17000.0,1,0.0
845620,16-25,before 2015,female,majority,high school,middle class,0.2906223251969785,7000.0,0,1.0
934382,65+,before 2015,female,majority,university,upper class,0.7241955103170054,10000.0,0,0.0
765151,16-25,before 2015,female,majority,high school,middle class,0.6978280154019372,15000.0,0,1.0
364440,16-25,before 2015,female,majority,high school,poverty,0.3487762969844098,,0,1.0
743449,65+,before 2015,male,majority,high school,upper class,0.5745601199336416,10000.0,3,0.0
189983,26-39,before 2015,male,majority,university,upper class,0.7580551774843504,13000.0,2,1.0
39529,40-64,before 2015,male,majority,university,upper class,0.6250413249606896,,1,0.0
982534,16-25,before 2015,female,majority,high school,poverty,0.4128507805979658,,0,1.0
230922,40-64,before 2015,female,majority,university,upper class,0.6405696960591507,13000.0,0,0.0
466162,26-39,before 2015,male,majority,high school,working class,0.3737428531911823,8000.0,1,0.0
873153,16-25,before 2015,female,majority,university,working class,0.3114582357707357,16000.0,0,1.0
29449,40-64,after 2015,male,majority,high school,upper class,0.6271623552865446,8000.0,5,0.0
459304,16-25,before 2015,male,majority,none,working class,0.4192330497534948,12000.0,0,1.0
149754,16-25,after 2015,female,majority,university,upper class,0.5735998414233406,11000.0,0,0.0
143460,26-39,before 2015,female,majority,university,upper class,0.7180500037016229,14000.0,0,0.0
100663,26-39,before 2015,female,majority,none,poverty,,11000.0,3,1.0
723172,16-25,before 2015,female,majority,university,middle class,0.4452397305357933,,0,0.0
375459,65+,before 2015,female,majority,high school,upper class,0.6040143143469311,9000.0,0,0.0
375184,40-64,before 2015,female,majority,none,working class,0.3684660188079731,,5,0.0
137374,26-39,before 2015,female,majority,high school,working class,0.4362970860949016,,0,0.0
257003,26-39,before 2015,male,majority,none,poverty,0.3133433098588541,12000.0,2,0.0
293988,65+,after 2015,female,minority,university,upper class,0.6001310093299637,11000.0,0,0.0
893885,40-64,before 2015,female,majority,high school,upper class,0.7039910851555973,13000.0,0,1.0
619329,40-64,after 2015,female,majority,university,upper class,0.6258479108755962,11000.0,0,0.0
356221,26-39,before 2015,female,majority,high school,working class,0.3169549856454914,5000.0,0,1.0
263650,26-39,before 2015,female,minority,none,poverty,0.4978181078554071,13000.0,0,0.0
26068,40-64,before 2015,male,majority,high school,middle class,0.4692976564095875,8000.0,2,0.0
488670,65+,before 2015,male,majority,university,upper class,0.6896413340803383,7000.0,8,0.0
539261,16-25,before 2015,male,majority,high school,poverty,,17000.0,0,1.0
582320,40-64,after 2015,male,majority,high school,middle class,0.4090419121576007,12000.0,4,0.0
923366,40-64,before 2015,male,majority,university,middle class,0.5326129835682918,11000.0,1,0.0
542,26-39,after 2015,male,minority,university,upper class,,10000.0,0,0.0
609396,40-64,after 2015,female,majority,high school,upper class,0.7655869449206536,11000.0,0,0.0
207095,26-39,before 2015,male,majority,none,poverty,0.3384209773917692,11000.0,3,1.0
370509,65+,after 2015,male,majority,university,upper class,0.7885664331293374,6000.0,9,0.0
414418,26-39,before 2015,female,majority,high school,middle class,0.5580379199417775,,0,1.0
210455,65+,before 2015,male,majority,university,upper class,0.4762108230923552,10000.0,4,0.0
277877,16-25,before 2015,female,majority,none,poverty,0.3505557155422572,14000.0,0,1.0
867133,65+,before 2015,male,majority,university,upper class,,12000.0,3,0.0
75850,16-25,before 2015,female,majority,none,working class,0.5060336130247308,14000.0,0,1.0
730488,40-64,after 2015,female,minority,none,middle class,0.4917950386862773,8000.0,5,0.0
261354,26-39,before 2015,female,majority,university,upper class,0.6997710983149215,10000.0,0,0.0
605330,16-25,before 2015,male,majority,none,poverty,0.2367749959616055,15000.0,0,1.0
946135,26-39,before 2015,female,majority,high school,working class,0.3774203905415542,,1,0.0
583046,40-64,after 2015,female,majority,none,working class,0.4196007692453413,14000.0,0,0.0
17273,26-39,before 2015,male,majority,none,poverty,0.123977548630641,9000.0,1,0.0
355449,26-39,after 2015,female,majority,university,upper class,0.6453992259248305,10000.0,1,0.0
640219,26-39,before 2015,male,majority,none,poverty,0.4237378641698245,12000.0,1,0.0
239558,16-25,before 2015,male,majority,none,poverty,0.3629215326623253,10000.0,0,1.0
524634,16-25,before 2015,female,majority,none,working class,0.4926039647553179,12000.0,0,0.0
171568,40-64,before 2015,female,majority,high school,middle class,0.601822301869865,13000.0,1,0.0
375322,26-39,after 2015,male,majority,high school,middle class,0.6062550323138055,12000.0,0,0.0
639474,26-39,before 2015,male,majority,high school,working class,0.4028825434043423,10000.0,0,1.0
855355,16-25,after 2015,female,majority,none,middle class,0.5353128388192372,15000.0,0,1.0
293072,40-64,before 2015,male,majority,high school,middle class,0.4839548732891249,11000.0,0,1.0
528528,65+,after 2015,male,majority,high school,upper class,0.4225679672628089,8000.0,7,0.0
458933,40-64,before 2015,male,majority,high school,poverty,0.2377429797670804,9000.0,0,1.0
495705,40-64,after 2015,female,majority,university,upper class,0.8163355504321163,11000.0,1,0.0
475525,16-25,before 2015,male,minority,none,poverty,0.3829853698679646,14000.0,0,1.0
98072,40-64,after 2015,female,majority,university,upper class,0.7182464696448215,14000.0,0,0.0
326875,65+,before 2015,male,majority,university,upper class,0.6327218261481451,7000.0,0,1.0
173718,40-64,before 2015,male,majority,university,upper class,0.5742174527670603,14000.0,0,0.0
255141,16-25,before 2015,male,minority,none,poverty,0.3907628569968647,13000.0,0,1.0
255200,16-25,before 2015,female,majority,none,poverty,0.0533575454627435,11000.0,0,1.0
438776,65+,before 2015,male,majority,university,upper class,0.4918327606370408,13000.0,1,0.0
710221,40-64,before 2015,male,majority,none,upper class,0.4517771757837985,12000.0,3,0.0
144117,26-39,after 2015,male,majority,none,poverty,0.3856329585067835,13000.0,0,1.0
66238,26-39,before 2015,male,majority,high school,middle class,,13000.0,5,1.0
909696,40-64,before 2015,male,majority,none,middle class,0.6558041770375599,10000.0,0,1.0
80686,40-64,before 2015,male,majority,university,middle class,0.6308423358739552,12000.0,3,0.0
19144,16-25,before 2015,male,majority,university,middle class,0.4930343494618846,7000.0,0,1.0
839917,65+,before 2015,female,majority,university,upper class,0.5254893642134176,,0,0.0
778159,26-39,after 2015,male,majority,university,middle class,,12000.0,1,0.0
452828,26-39,after 2015,female,minority,high school,upper class,0.6304263342185482,11000.0,0,0.0
476160,16-25,before 2015,male,majority,none,poverty,0.4730887680061617,13000.0,0,1.0
515497,40-64,before 2015,female,majority,university,working class,0.5958371735450096,14000.0,0,0.0
413160,26-39,before 2015,male,majority,high school,poverty,0.3560925928410373,14000.0,0,1.0
977402,65+,after 2015,female,majority,university,upper class,0.470541767873757,7000.0,3,0.0
144033,40-64,before 2015,female,majority,high school,upper class,,11000.0,1,0.0
901502,16-25,after 2015,male,majority,high school,middle class,0.5999885146956511,12000.0,0,0.0
379539,65+,after 2015,female,majority,university,upper class,0.7146856523438829,11000.0,2,0.0
450283,65+,before 2015,female,majority,university,upper class,0.6341607287829374,,5,0.0
266757,40-64,before 2015,male,minority,none,working class,0.4411041307313577,13000.0,4,0.0
934754,65+,after 2015,female,majority,high school,upper class,0.7246438662273011,10000.0,1,0.0
131347,65+,before 2015,female,majority,none,working class,0.4919249368588813,12000.0,7,0.0
104918,40-64,after 2015,male,majority,high school,upper class,0.6277294055932903,8000.0,6,0.0
478922,65+,before 2015,male,majority,university,upper class,0.5851312984158576,4000.0,0,0.0
81923,40-64,before 2015,female,majority,high school,upper class,0.4316815860923179,13000.0,0,0.0
858902,40-64,after 2015,female,majority,university,upper class,0.7071368241291672,17000.0,0,0.0
103963,65+,before 2015,female,majority,high school,upper class,0.7019551732236028,,0,0.0
13158,26-39,before 2015,male,majority,none,poverty,0.2625927481910242,11000.0,2,1.0
403612,40-64,before 2015,female,majority,university,upper class,0.5828923586167308,12000.0,2,0.0
161526,65+,after 2015,female,majority,university,upper class,0.6590255213877537,8000.0,7,0.0
347548,40-64,after 2015,male,majority,university,upper class,0.6495399151988311,,1,0.0
440831,16-25,before 2015,male,majority,university,working class,0.3900668519222092,16000.0,0,1.0
170034,40-64,before 2015,male,majority,university,upper class,0.7258759547550023,10000.0,0,0.0
280967,16-25,before 2015,male,majority,university,working class,0.4016725835453395,8000.0,0,1.0
36103,40-64,after 2015,male,majority,high school,middle class,0.6101559992595543,10000.0,6,0.0
97567,40-64,before 2015,female,majority,university,middle class,0.3552297444868037,15000.0,0,0.0
407469,16-25,before 2015,female,majority,high school,working class,0.5818195278168231,13000.0,0,1.0
909401,26-39,before 2015,female,majority,high school,working class,0.5682701951385463,,2,0.0
900406,40-64,before 2015,male,minority,none,working class,0.2972676937492963,12000.0,0,1.0
729740,65+,before 2015,female,majority,university,upper class,0.5334791090547961,8000.0,0,1.0
631763,26-39,before 2015,male,minority,university,middle class,0.6241214269114793,12000.0,1,1.0
349786,40-64,after 2015,female,majority,high school,upper class,0.6312359635092651,10000.0,1,0.0
999259,40-64,before 2015,female,majority,high school,poverty,,11000.0,0,0.0
648626,65+,before 2015,female,majority,university,upper class,0.7068968853141855,12000.0,1,0.0
63413,40-64,before 2015,female,majority,high school,upper class,0.4750576296457786,,0,0.0
380598,16-25,before 2015,female,majority,high school,working class,0.6524048542925068,9000.0,0,0.0
816809,40-64,before 2015,female,majority,university,middle class,0.6025768346318514,14000.0,0,1.0
149377,16-25,before 2015,male,majority,high school,working class,0.399331859629261,13000.0,0,1.0
950482,26-39,after 2015,male,majority,university,working class,0.3762875378405535,14000.0,2,0.0
493793,26-39,before 2015,male,minority,high school,middle class,0.5126081170171121,9000.0,0,1.0
565846,65+,after 2015,male,majority,university,upper class,0.5084533408694843,9000.0,2,0.0
816988,40-64,before 2015,female,majority,university,upper class,0.4600415995270326,9000.0,1,0.0
483195,65+,before 2015,male,majority,university,upper class,0.6706215882714347,9000.0,1,0.0
644057,26-39,after 2015,female,majority,university,upper class,0.5768240844559903,14000.0,1,0.0
465420,65+,before 2015,female,majority,high school,middle class,0.411143781211444,14000.0,1,0.0
626247,65+,before 2015,female,majority,none,middle class,0.473658782390129,7000.0,1,0.0
703897,26-39,before 2015,male,majority,university,upper class,0.7748838698842198,16000.0,2,1.0
221270,40-64,after 2015,female,majority,high school,working class,0.3797243465303907,16000.0,2,1.0
484719,40-64,after 2015,female,minority,high school,upper class,0.4696346809916029,11000.0,3,0.0
511641,26-39,before 2015,male,minority,none,poverty,0.2885813295301705,13000.0,0,1.0
838182,65+,after 2015,male,majority,university,upper class,0.6428710808160226,18000.0,0,1.0
621495,26-39,before 2015,female,majority,none,working class,,11000.0,0,0.0
564107,26-39,before 2015,female,minority,none,poverty,0.313083578723112,13000.0,0,1.0
880485,16-25,before 2015,female,majority,high school,poverty,0.2493628096799179,16000.0,0,0.0
